        2	2020-11-24 16:24:54	1	0	1	0
        3	2020-11-24 16:25:10	1	0	1	0
        1	2020-11-24 16:25:18	1	0	1	0
        1	2020-11-24 16:38:04	1	0	1	0
        1	2020-11-24 16:38:33	1	0	1	0
        1	2020-11-24 16:38:53	1	5	1	0
        1	2020-11-24 16:38:57	1	5	1	0
       10	2020-11-24 20:37:48	1	1	1	0
       26	2020-11-24 20:37:54	1	1	1	0
       24	2020-11-24 20:38:00	1	1	1	0
       25	2020-11-24 20:38:22	1	0	1	0
        3	2020-11-24 20:39:15	1	0	1	0
        2	2020-11-24 20:39:26	1	0	1	0
        5	2020-11-24 20:39:34	1	0	1	0
        5	2020-11-24 20:39:35	1	0	1	0
       14	2020-11-24 20:39:45	1	0	1	0
        6	2020-11-24 20:40:05	1	0	1	0
        4	2020-11-24 20:40:10	1	0	1	0
        7	2020-11-24 20:40:18	1	0	1	0
        8	2020-11-24 20:40:30	1	0	1	0
        8	2020-11-24 20:40:34	1	0	1	0
        9	2020-11-24 20:40:41	1	0	1	0
       13	2020-11-24 20:40:47	1	0	1	0
       13	2020-11-24 20:40:53	1	0	1	0
       27	2020-11-24 20:41:08	1	0	1	0
       27	2020-11-24 20:41:16	1	0	1	0
       16	2020-11-24 20:41:29	1	0	1	0
       11	2020-11-24 20:42:15	1	0	1	0
       15	2020-11-24 20:43:46	1	0	1	0
       15	2020-11-24 20:43:51	1	0	1	0
       22	2020-11-24 20:44:36	1	0	1	0
       23	2020-11-24 20:44:42	1	0	1	0
       23	2020-11-24 20:44:45	1	0	1	0
       21	2020-11-24 20:44:53	1	0	1	0
       19	2020-11-24 20:47:24	1	0	1	0
       20	2020-11-24 20:47:39	1	0	1	0
       18	2020-11-24 20:48:48	1	1	1	0
       17	2020-11-24 20:48:53	1	1	1	0
       11	2020-11-24 20:49:12	1	1	1	0
       12	2020-11-24 20:49:38	1	1	1	0
       19	2020-11-24 20:55:01	1	0	1	0
        4	2020-11-25 08:27:22	1	0	1	0
        5	2020-11-25 08:27:38	1	0	1	0
        8	2020-11-25 08:32:07	1	0	1	0
        7	2020-11-25 08:39:09	1	0	1	0
        6	2020-11-25 08:39:14	1	0	1	0
       12	2020-11-25 08:39:33	1	0	1	0
       23	2020-11-25 08:40:48	1	0	1	0
       21	2020-11-25 08:45:13	1	0	1	0
        9	2020-11-25 08:49:53	1	0	1	0
       11	2020-11-25 08:49:57	1	0	1	0
       10	2020-11-25 08:51:03	1	0	1	0
       26	2020-11-25 08:51:33	1	0	1	0
       24	2020-11-25 08:51:37	1	0	1	0
       22	2020-11-25 08:51:42	1	0	1	0
       22	2020-11-25 08:51:43	1	0	1	0
       25	2020-11-25 08:51:47	1	0	1	0
       15	2020-11-25 08:51:51	1	0	1	0
       17	2020-11-25 08:51:55	1	0	1	0
